Nome da Faixa,Cantor ou Compositor,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,Genero_Avant-Garde,Genero_Blues,Genero_Children's,Genero_Classical,Genero_Comedy/Spoken,Genero_Country,Genero_Easy Listening,Genero_Electronic,Genero_Folk,Genero_Holiday,Genero_International,Genero_Jazz,Genero_Latin,Genero_New Age,Genero_Pop/Rock,Genero_R&B,Genero_Rap,Genero_Reggae,Genero_Religious,Genero_Stage & Screen,Genero_Vocal,Quadrante_Q1,Quadrante_Q2,Quadrante_Q3,Quadrante_Q4,target
El Pescador,Celia Cruz,0.1601303109129833,0.20728862973760928,0.12982064539755336,0.04786885245901639,0.11111111111111112,0.09821157926644436,0.9377553564920493,0.2,0.03185185185185185,0.11446654837177918,4,0.22410824108241087,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Quadrante_Q1
El Temperamento,Marquess,0.0344657618428429,0.42915451895043727,0.29439614958714433,0.0,0.08888888888888889,0.10275841163989086,0.8707152859033627,0.4,0.08444444444444446,0.25494714217879194,8,0.46248462484624847,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,Quadrante_Q1
Elan,Secret Garden,0.08453114564367208,0.1387755102040816,0.2752138391650463,0.04048087431693989,0.26666666666666666,0.08093361624734766,0.8365718450885237,0.0,0.06502057613168725,0.230365131332317,6,0.1795817958179582,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Quadrante_Q1
Empathy,Sneaker Pimps,0.14705840913730991,0.11895043731778424,0.10693266137118641,0.0026448087431693986,0.0,0.02164292209760533,0.8867991483321506,0.2,0.03226337448559671,0.18772773848499238,3,0.027798277982779833,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Quadrante_Q3
Es War Einmal,Cluster,0.4954245914590063,0.5623906705539358,0.10039323736365299,0.64,0.4666666666666667,0.08820854804486207,0.4289413615176567,0.6000000000000001,0.10345679012345681,0.4400019993502112,12,0.23173431734317346,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Quadrante_Q4
Eternally,Steven Halpern,0.6431370815241159,0.0988338192419825,0.03473742032801751,0.5901639344262295,0.0,0.09639284631706577,0.3022845414612626,0.6000000000000001,0.09654320987654325,0.2617136930497589,9,0.02612546125461255,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Quadrante_Q4
Europe Endless,Kraftwerk,0.017777300575899845,0.44897959183673464,0.20066440547916536,0.2837158469945355,0.48888888888888893,0.114277053652622,0.7880229413231543,0.4,0.09399176954732512,0.27587783970209684,8,0.20615006150061502,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Quadrante_Q4
Every Beat of My Heart,Gladys Knight & the Pips,0.17690591819176418,0.09854227405247813,0.07728727253703493,5.508196721311475e-06,0.0,0.06304940891179145,0.8808528187520381,0.2,0.026584362139917703,0.21741059155774378,3,0.10455104551045512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Quadrante_Q4
Everybody Loves a Nut,Johnny Cash,0.2701521508582345,0.39300291545189503,0.2599551831474683,0.005857923497267759,0.3111111111111111,0.07002121855107607,0.8120384401434793,0.4,0.057448559670781905,0.22802089320970687,8,0.42902829028290285,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Quadrante_Q4
Everybody Wants the Same Thing,Scissor Sisters,0.022875342268412473,0.40524781341107863,0.32447750002179804,0.0,0.3111111111111111,0.19854501364049712,0.9252680643738133,0.4,0.041152263374485604,0.2675130582560668,8,0.3463714637146372,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Quadrante_Q1
Everybody's Laughing,Billie Holiday,0.6254900141269567,0.5475218658892128,0.16774930464124718,0.00015016393442622951,0.33333333333333337,0.31918763261594413,0.6967563731225903,0.0,0.09358024691358027,0.43418014145402745,12,0.37269372693726943,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,Quadrante_Q3
Exodus,Bob Marley & the Wailers,0.006557251551780165,0.2530612244897959,0.1605559382329604,0.0011300546448087432,0.15555555555555556,0.04577144589269475,0.9243761149367964,0.2,0.04131687242798355,0.165991052907805,4,0.23640836408364085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Quadrante_Q4
Expresso 2222,Gilberto Gil,0.1318078570656909,0.23032069970845478,0.09843141016139298,0.0,0.0,0.027280994240678993,0.889676404580592,0.2,0.05835390946502059,0.1392847324619499,4,0.23665436654366545,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Quadrante_Q1
Faking Love,T.G. Sheppard,0.10806056883988421,0.15510204081632653,0.07815919573803938,6.010928961748634e-05,0.08888888888888889,0.09821157926644436,0.8850536128747627,0.0,0.030946502057613175,0.09415190063229452,4,0.05190651906519066,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Quadrante_Q3
False Curl Girl,Mad Professor,0.0012849178355918895,0.19708454810495626,0.05854092371543915,0.18098360655737702,0.022222222222222223,0.06668687481054864,0.8687107973836151,0.2,0.11851851851851852,0.10260540324394574,4,0.11758917589175892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Quadrante_Q4
Fan the Fire,Earth; Wind & Fire,0.19019568499703216,0.5825072886297376,0.46529309698401755,0.013901639344262296,0.26666666666666666,0.11003334343740526,0.7346786104770491,0.0,0.1523456790123457,0.3337090445605178,12,0.5092250922509225,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Quadrante_Q1
Fast Money Music,Suicide,0.007799082220469139,0.3481049562682215,0.3750490456800564,0.06076502732240437,0.4444444444444445,0.040193998181267045,0.7601519191299178,0.0,0.06847736625514404,0.26768550221178117,8,0.31439114391143913,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Quadrante_Q2
Feel It,Orange 9mm,2.1503278420982765e-06,0.1279883381924198,0.21003757988996324,0.19825136612021857,0.15555555555555556,0.028190360715368297,0.9577331057103947,0.2,0.11851851851851852,0.12143803263939221,4,0.06765067650676508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Quadrante_Q2
Feelings,Il Divo,0.38344196624740406,0.34868804664723024,0.4997340634236935,2.981420765027322e-06,0.5333333333333333,0.11852076386783872,0.692478852166574,0.0,0.14518518518518522,0.6976182740609302,16,0.13382533825338255,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,Quadrante_Q4
Felicidad,Gloria Estefan,0.2479299178395897,0.3113702623906705,0.16229978463496933,0.0,0.3111111111111111,0.07911488329796906,0.8407726392112482,0.0,0.0586008230452675,0.22545672656386678,8,0.13923739237392374,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Quadrante_Q1
Feuer,Jan Delay,0.010587754599279468,0.6306122448979591,0.41755530172902366,6.308196721311475e-06,0.6,0.07620491057896332,0.8832313505840831,0.0,0.088641975308642,0.5141903881238598,12,0.4583025830258303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,Quadrante_Q1
Fiddle-Faddle,Peter Brötzmann,0.040958139724760693,0.09591836734693876,0.19238113506962304,0.022295081967213113,0.0,0.03698090330403152,0.8821667657721598,0.2,0.09629629629629632,0.11852897808212332,4,0.05116851168511685,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Quadrante_Q2
Fight to Forget,Painstake,1.910676309544264e-06,0.12536443148688045,0.17537863265003617,0.17005464480874316,0.24444444444444446,0.04577144589269475,0.8821763566263212,0.2,0.049465020576131696,0.13446254967135682,4,0.054120541205412064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Quadrante_Q2
Firestorms,Demonoid,3.1220058740899996e-06,0.439941690962099,0.6379338907828999,0.5986885245901639,0.5333333333333333,0.6392846317065777,0.8756066215257132,0.6000000000000001,0.38765432098765434,0.4124709469422438,12,0.23616236162361626,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Quadrante_Q2
Fit But You Know It,The Futureheads,0.0005332834834906685,0.1183673469387755,0.20807575268770323,0.0,0.0,0.0815398605638072,1.0000000000000002,0.0,0.2477366255144033,0.10810736510634045,4,0.1660516605166052,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Quadrante_Q2
Five Long Years,Junior Parker,0.37647028530037824,0.29387755102040813,0.03560934352902197,0.0015256830601092896,0.08888888888888889,0.1379205819945438,0.6160589262079681,0.4,0.12115226337448562,0.38181091145377755,6,0.10725707257072571,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Quadrante_Q3
Five More to Fix,Coldseed,6.572987942867781e-06,0.4434402332361515,0.6274708123708463,7.475409836065573e-06,0.13333333333333333,0.12549257350712334,0.88953254176817,0.6000000000000001,0.1303703703703704,0.355905580686277,9,0.3660516605166052,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Quadrante_Q2
Flint Hill Special,Lester Flatt,0.00967272147498233,0.09358600583090378,0.18104613345656512,0.19169398907103824,0.15555555555555556,0.009033040315247043,0.9724167034316077,0.2,0.0337448559670782,0.1944318096618599,4,0.22706027060270606,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Quadrante_Q1
Fmlyhm,Seether,0.00012936171862236003,0.21632653061224486,0.3554307736574562,7.60655737704918e-07,0.08888888888888889,0.08032737193088813,0.9227744422918306,0.4,0.08115226337448561,0.4897383350411117,8,0.15006150061500617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,Quadrante_Q2
Foggy Mountain Breakdown,Flatt & Scruggs,0.04161173481354436,0.11865889212827986,0.10279102616641525,0.1969398907103825,0.044444444444444446,0.10033343437405272,0.8647593654690888,0.2,0.027078189300411525,0.19400194936645593,4,0.22607626076260767,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Quadrante_Q1
Foggy Mountain Chimes,Flatt & Scruggs,0.13093639694731268,0.117201166180758,0.1474770902178936,0.12721311475409836,0.17777777777777778,0.09002728099424066,0.9204150921681086,0.2,0.025349794238683134,0.18753530102716617,4,0.23985239852398527,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Quadrante_Q1
For Carlos,Herb Alpert,0.35904108293281367,0.26705539358600583,0.10562477656967974,0.4021857923497268,0.4,0.06032130948772355,0.7300941821878657,0.0,0.04641975308641976,0.2686901756928998,8,0.0787207872078721,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Quadrante_Q4
For Your Entertainment,Adam Lambert,0.017908019593656576,0.3813411078717201,0.37853673848407426,0.0,0.044444444444444446,0.042618975447105176,0.9331709282028658,0.4,0.18106995884773666,0.32495189063554347,8,0.30110701107011073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,Quadrante_Q1
For the First Time,Kenny Chesney,0.019389501794899563,0.15714285714285714,0.16731334304074494,8.08743169398907e-06,0.15555555555555556,0.015156107911488326,0.9352617344100667,0.2,0.031111111111111117,0.10221677954664735,4,0.08339483394833949,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Quadrante_Q4
Forgive & Forget,Alien Ant Farm,0.07973811499259183,0.19475218658892127,0.16600545823923826,0.0,0.2,0.019733252500757803,0.9561697964820748,0.2,0.17942386831275722,0.09978257066453404,4,0.11537515375153752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Quadrante_Q2
Forgiven,Los Lonely Boys,0.21786454375554087,0.3160349854227405,0.31139865200673117,2.9989071038251365e-05,0.13333333333333333,0.054198241891482264,0.8780810618993729,0.4,0.05843621399176955,0.2050258665933572,8,0.30947109471094714,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,Quadrante_Q3
Forgotten,Gorilla Biscuits,5.1148172997914116e-05,0.09679300291545188,0.21221738789247438,2.863387978142077e-05,0.044444444444444446,0.02758411639890876,0.9609748144169721,0.2,0.11440329218106998,0.13400644790443106,4,0.02484624846248463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Quadrante_Q2
Four Strong Winds,John Denver,0.6241828239493894,0.7244897959183673,0.255595567142446,3.497267759562841e-06,1.0,0.48923916338284323,0.2848100051790613,1.0,0.1152263374485597,0.5819046309949267,20,0.3210332103321034,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Quadrante_Q4
Fourth of July,Mariah Carey,0.390849377253619,0.4810495626822157,0.3658938520695097,2.7803278688524588e-06,0.6,0.05456198848135799,0.7938349989450061,0.6000000000000001,0.1145679012345679,0.5554457301377053,12,0.20738007380073806,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,Quadrante_Q4
Free Speech for the Dumb,Discharge,1.1437914053714238e-06,0.08513119533527695,0.1793022870545562,0.03256830601092896,0.24444444444444446,0.005698696574719612,0.9154278480041433,0.2,0.06041152263374487,0.15572189038562467,4,0.060762607626076263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Quadrante_Q2
Front Line,Stevie Wonder,0.0024831754983619526,0.19620991253644313,0.1588120918309515,0.0022076502732240435,0.022222222222222223,0.10093967869051225,0.9167322041701035,0.2,0.03440329218106996,0.11044285607177667,4,0.23222632226322265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Quadrante_Q1
GM2 1,Gorilla Biscuits,1.8453168006658963e-06,0.06501457725947521,0.17058305504451166,7.956284153005465e-05,0.044444444444444446,0.03698090330403152,0.8637906891987801,0.2,0.06271604938271606,0.20407617524304603,4,0.10947109471094713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Quadrante_Q2
Gangree,Ministry,5.7901988915345385e-05,0.12857142857142856,0.17189093984601833,0.028852459016393443,0.17777777777777778,0.02003637465898757,0.9503673297143844,0.0,0.042962962962962974,0.21996351185864596,3,0.1845018450184502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Quadrante_Q2
Gentle on My Mind,Aretha Franklin,0.32287548802011723,0.29504373177842563,0.21679498469774777,0.0,0.3111111111111111,0.05910882085480448,0.7574281165480599,0.0,0.09152263374485597,0.2139729587883938,8,0.30405904059040595,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Quadrante_Q1
Get Down off of the Train,The Isley Brothers,0.13877953801271672,0.14489795918367346,0.13003862619780446,0.0,0.044444444444444446,0.17005153076689905,0.9289125889551725,0.2,0.03761316872427984,0.10579436683078,4,0.19360393603936044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Quadrante_Q1
Get Outta My Life,Rebel Meets Rebel,0.002888404453407828,0.20349854227405242,0.427800399340826,2.347540983606557e-05,0.044444444444444446,0.16459533191876324,0.9762722268045193,0.4,0.2946502057613169,0.2507410091720191,8,0.2027060270602706,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Quadrante_Q2
Get Raped,Eater,0.0008862248314338506,0.09999999999999999,0.15968401503195595,2.819672131147541e-06,0.11111111111111112,0.026977872082449228,0.8789154662114209,0.2,0.04847736625514404,0.12411341314072927,4,0.05977859778597786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Quadrante_Q2
Get Up While You Can,Atari Teenage Riot,0.0001128039763731737,0.08658892128279881,0.20524200228443873,0.010295081967213114,0.15555555555555556,0.2834192179448317,0.9301881725586482,0.2,0.11193415637860085,0.1299290230675031,4,0.013259532595325956,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Quadrante_Q2
Ghetto Blaster,Rod Stewart,0.005446139900847926,0.42915451895043727,0.3379923096373671,0.2076502732240437,0.3111111111111111,0.02758411639890876,0.8136497036426065,0.4,0.06271604938271606,0.28125609177017474,8,0.3498154981549816,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Quadrante_Q1
Ghetto Ties,C-Murder,0.004857904320942622,0.21545189504373174,0.15314459102442254,3.4535519125683054e-07,0.022222222222222223,0.023855713852682627,0.9177967889820269,0.2,0.14156378600823047,0.17996651088396273,4,0.16236162361623618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Quadrante_Q3
Gilla House Check,Redman,0.010805619628874025,0.16851311953352766,0.18911142306585632,0.0,0.22222222222222224,0.09457411336768717,0.9517963669844437,0.0,0.24691358024691362,0.11998850373628572,4,0.1911439114391144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Quadrante_Q2
Goblin City,Panthers,0.004509320273591331,0.6944606413994169,0.4273644377403238,0.49377049180327864,0.26666666666666666,0.06647468929978781,0.7914756488212841,0.0,0.11506172839506175,0.4685489715842352,12,0.28339483394833953,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Quadrante_Q2
God Loves a Drunk,Richard Thompson,0.11982528043799029,0.1259475218658892,0.006792281735824707,0.0,0.24444444444444446,0.025462261291300393,0.7946694032570542,0.2,0.034074074074074076,0.12603278934346338,3,0.034932349323493234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Quadrante_Q3
Golpe de Estado,Daddy Yankee,0.07450935428232246,0.5311953352769678,0.3619701976649896,0.0,0.4,0.16520157623522277,0.9021157424280207,0.0,0.4032921810699589,0.23747781970859475,8,0.3547355473554736,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Quadrante_Q2
Gospel Way,The Louvin Brothers,0.1965137708552743,0.2061224489795918,0.08600650454707949,1.092896174863388e-05,0.044444444444444446,0.09730221279175508,0.8817831316057009,0.2,0.026008230452674905,0.1580711268837628,4,0.19261992619926202,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Quadrante_Q4
Gota Let Your Nuts Hang,Geto Boys,0.11263573446136992,0.22827988338192418,0.17254488224677167,5.901639344262295e-05,0.022222222222222223,0.105183388905729,0.9621257169163486,0.2,0.3185185185185186,0.09109039562142304,4,0.17195571955719557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Quadrante_Q2
Grit,Fudge Tunnel,8.773424741772807e-06,0.04110787172011661,0.21417921509473442,0.15978142076502733,0.0,0.08396483782964533,0.9584236472100206,0.2,0.04790123456790124,0.19875165571189365,4,0.16014760147601478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Quadrante_Q2
Guys and Dolls,Sammy Davis; Jr.,0.10980348907664067,0.5865889212827987,0.24164479592637478,0.0007554098360655737,0.0,0.12094574113367686,0.3898682216638214,0.8,0.11654320987654324,0.5376952490440607,16,0.7537515375153753,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,Quadrante_Q1
Hallelujah; I Love Her So,Harry Belafonte,0.2740737213909365,0.4058309037900874,0.2525438359389304,0.0,0.4444444444444445,0.06820248560169748,0.8840657548961312,0.4,0.05053497942386832,0.1975782870567066,8,0.2671586715867159,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Quadrante_Q4
Harbor Lights,Billy Ward,0.20740702233500213,0.09300291545189503,0.08382669654456835,0.0002513661202185792,0.044444444444444446,0.04152773567747802,0.9237910728329466,0.2,0.046666666666666676,0.2209769324969385,3,0.07798277982779829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Quadrante_Q3
Hark! The Herald Angels Sing,Neil Diamond,0.3050105555933636,0.23498542274052475,0.21505113829573888,0.0,0.22222222222222224,0.30827523491967257,0.9077551646749661,0.4,0.04872427983539096,0.26407417589283483,8,0.17810578105781058,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Quadrante_Q1
Hear Me Talkin' to Ya?,Louis Armstrong,0.164705476534469,0.21516034985422738,0.10715064217143754,0.002273224043715847,0.044444444444444446,0.06365565322825098,0.8935511096618266,0.0,0.0586008230452675,0.13896608602204286,4,0.22017220172201724,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Quadrante_Q1
Hear Nothing See Nothing Say Nothing,Discharge,0.0,0.05918367346938775,0.2045880598836854,0.14163934426229507,0.06666666666666667,0.027887238557138525,0.9194176433353155,0.0,0.08806584362139919,0.19298353035263544,4,0.0912669126691267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Quadrante_Q2
Heart of Mine,Will Downing,0.010740260119995657,0.19387755102040816,0.0910200629528551,1.326775956284153e-05,0.22222222222222224,0.030312215822976656,0.9052711334471449,0.0,0.02189300411522634,0.11745557693749532,4,0.12767527675276755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Quadrante_Q4
Heart of a Champion,Nelly,0.04575117037584094,0.3294460641399416,0.4103619353207369,0.0,0.4,0.3185813882994847,0.9416876066982527,0.0,0.26172839506172846,0.39425686651838154,8,0.4221402214022141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Quadrante_Q2
Heartland,Client,0.0009668348923838367,0.26180758017492706,0.3379923096373671,0.0010885245901639344,0.08888888888888889,0.08275234919672626,0.9237527094163007,0.0,0.05152263374485598,0.28743658311048914,8,0.23714637146371464,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Quadrante_Q3
Heartz of Men,2Pac,0.0006269654462163279,0.22653061224489793,0.16622343903948938,4.153005464480874e-05,0.13333333333333333,0.09487723552591694,0.9481997966738919,0.2,0.12839506172839507,0.11562117311873642,4,0.14169741697416974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Quadrante_Q2
Helga,The Kinks,0.23311509582715986,0.234402332361516,0.29134441838362873,0.3462295081967213,0.4,0.30221279175507726,0.8296472483839412,0.0,0.0477366255144033,0.2555019618623947,2,0.23714637146371464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,Quadrante_Q3
Hello Dolly,Harry Connick; Jr.,0.18213467890203355,0.4011661807580174,0.1365780502053379,1.8185792349726778e-05,0.0,0.1306456501970294,0.7807914372854047,0.4,0.1711934156378601,0.19170269662359735,8,0.2676506765067651,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,Quadrante_Q1
Hercules,Elton John,0.017363357019670185,0.16384839650145772,0.16905718944275386,0.000380327868852459,0.0,0.01879357381024553,0.9357700496806247,0.2,0.026502057613168727,0.1845825106840277,4,0.1795817958179582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Quadrante_Q1
Here Comes That Feeling,Squeeze,0.004574679782469698,0.17288629737609326,0.1381039158070957,0.12131147540983607,0.08888888888888889,0.16520157623522277,0.883778029271287,0.2,0.03794238683127573,0.16806662834578764,4,0.06248462484624847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Quadrante_Q2
Hermanos,Gipsy Kings,0.3093678561852547,0.36618075801749267,0.34235192564238937,0.07868852459016393,0.044444444444444446,0.04164898454076993,0.8378570195461609,0.4,0.07094650205761319,0.2682678129607878,8,0.39360393603936045,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Quadrante_Q1
Heroine,Lou Reed,0.20544623706865112,0.18279883381924195,0.049167749304641246,0.0,0.0,0.020430433464686266,0.8853509293537684,0.2,0.039176954732510295,0.09566765801114638,4,0.043542435424354244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Quadrante_Q3
Hey You,Shakira,0.14989065452203912,0.9037900874635567,0.5616406106950099,0.0,0.08888888888888889,0.11852076386783872,0.7802543494523624,0.8,0.12016460905349796,0.6402019343713293,16,0.7753997539975401,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,Quadrante_Q1
History's Stranglers,The Bronx,1.6638352310136308e-05,0.22973760932944604,0.4304161689438394,0.000546448087431694,0.48888888888888893,0.027765989693846624,0.942243876239618,0.0,0.11786008230452677,0.244745457726239,8,0.41033210332103326,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Quadrante_Q2
Hobo's Lullaby,Pete Seeger,0.13464010245042016,0.1215743440233236,0.04241034449685672,3.737704918032787e-05,0.044444444444444446,0.02455289481661109,0.845568066291984,0.2,0.026748971193415644,0.16746057531302327,4,0.10651906519065192,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Quadrante_Q4
Home in That Rock,Dan Zanes,0.35947681299200285,0.5300291545189504,0.40905405051923016,0.002898360655737705,0.13333333333333333,0.10275841163989086,0.7570061189649551,0.6000000000000001,0.08123456790123458,0.29343213455626926,12,0.6627306273062731,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,Quadrante_Q4
Homeland,Kenny G,0.020587759457669625,0.29475218658892127,0.2678024919565084,0.08327868852459017,0.5333333333333333,0.11458017581085177,0.6233863387873324,0.6000000000000001,0.10000000000000002,0.6658361032664385,12,0.24280442804428048,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,Quadrante_Q4
Homenaje a Ellington,Chucho Valdés,0.19128501014500493,0.3294460641399416,0.2843690327755931,0.3825136612021858,0.0,0.07183995150045468,0.798304336984252,0.4,0.09580246913580248,0.28099617624272116,8,0.31586715867158677,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,Quadrante_Q4
Hope Scope,David Murray Octet,0.10566405351434409,0.1107871720116618,0.11783170138374212,0.13748633879781422,0.044444444444444446,0.03425280387996363,0.8749832160052176,0.2,0.1843621399176955,0.09435058605953066,4,0.08806888068880689,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Quadrante_Q2
